headline,sentiment_label,date,stock
The shops are located in the capital region and the Paijat-Hame region .,neutral,2019-09-06,NVDA
The dividends payable annually shall be deducted from the share subscription price .,neutral,2019-09-06,NVDA
"The 3C Expo is a signature show in Dongguan , which is supported by the Dongguan Municipal Government every year , featuring computer accessories , software , communication and network products .",neutral,2019-09-09,TSLA
"Operating loss totaled EUR 0.8 mn , compared to a profit of EUR 0.5 mn .",negative,2019-09-09,TSLA
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative,2019-09-09,TSLA
The dividends payable annually shall be deducted from the share subscription price .,neutral,2019-09-10,AAPL
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive,2019-09-10,NVDA
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,positive,2019-09-10,AAPL
"The payment date is March 25 , 2010 .",neutral,2019-09-11,TSLA
"The Helsinki-based company , which also owns the Salomon , Atomic and Suunto brands , said net profit rose 15 percent in the three months through Dec. 31 to (  x20ac ) 47 million ( $ 61US million ) , from (  x20ac ) 40.8 million a year earlier .",positive,2019-09-11,TSLA
"Subscribers of China Unicom , the nation 's second largest mobile phone operator after China Mobile , are expected to release pictures , videos and blog on the Internet via mobile phones as of March 2008 .",neutral,2019-09-11,NVDA
"A In August 2007 , Latvijas Finieris ordered all production lines for a new green veneer mill to be built in Ukmerge , central Lithuania .",neutral,2019-09-12,AAPL
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",positive,2019-09-13,AAPL
"Under a preliminary estimation , the technology park will measure about 50,000 square meters .",neutral,2019-09-13,AAPL
The dual-fuel engines of the vessel can operate on liquefied natural gas LNG with low emissions .,neutral,2019-09-16,TSLA
The value of the orders is about EUR 70mn .,neutral,2019-09-16,TSLA
The parties have agreed not to disclose the transaction value .,neutral,2019-09-17,TSLA
The fair value of the company 's investment properties went down to EUR2 .769 bn at the end of September 2009 from EUR2 .878 bn a year earlier .,negative,2019-09-17,AAPL
"The Basware Connectivity services allow companies to handle purchase to pay processes online and make their internal processes more efficient , '' said CEO Ilkka Sihvo , Basware Corporation .",positive,2019-09-18,NVDA
Viking Line and STX Finland said on Monday that there were plans to build a 240 million euro ferry that would be launched on the Turku-Stockholm route in spring 2013 .,neutral,2019-09-18,TSLA
"The train is expected to cross the Russian territory in 9 days , reaching the Vostochny port .",neutral,2019-09-19,TSLA
"An  of the invention , released by the Patent Office , said : `` The chambers are pressurized .",neutral,2019-09-20,TSLA
`` Ruukki is now included on DJSI World for the second year running and the European DJSI STOXX for the third year running .,neutral,2019-09-20,NVDA
"- The Group - s profit before taxes was EUR 0,2 7,8 million .",neutral,2019-09-20,TSLA
"A total of 1,800,000 stock options were issued in the 2003 stock option scheme .",neutral,2019-09-20,NVDA
"Finnish-owned contract manufacturer of electronics Elcoteq Hungary Kft has announced plans to recruit more than 650 new staffers to fulfill new orders in P+_cs , where the company has two plants .",positive,2019-09-23,TSLA
UNC Charlotte would also deploy SSH Tectia Connector to enable secure application connectivity .,neutral,2019-09-24,NVDA
The company 's market share is continued to increase further .,positive,2019-09-25,AAPL
"As production of other products will continue normally , temporary lay-offs concern simultaneously at most 80 employees .",negative,2019-09-25,AAPL
Finnish silicon wafers manufacturer Okmetic Oyj said it swung to a net profit of 4.9 mln euro $ 6.3 mln in the first nine months of 2006 from a net loss of 1.8 mln euro $ 2.3 mln a year earlier .,positive,2019-09-25,AAPL
SysOpen Digia had signed an agreement with the main shareholders of Sentera holding in total 77.39 % of the share capital and votes of Sentera .,positive,2019-09-25,NVDA
"According to Tyrv+Æinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",neutral,2019-09-26,NVDA
"Sales for both the Department Store Division and Hobby Hall increased by 7 % , while sales for the clothing store subsidiary Seppala decreased by 4 % .",positive,2019-09-27,NVDA
"The company also appointed Leif Rosen head of the Special Plate unit which includes the quarto plate units in Degerfors , Sweden , and New Castle , USA , the unit in Willich , Germany , as well as Pressplate and Prefab in Avesta and Plate Service Centre Nordic in Degerfors .",neutral,2019-09-27,AAPL
"Finnish bank Pohjola Bank Plc HEL : POH1S said today that it will issue a EUR 40 million USD 51.2 m index-linked bond , Pohjola Tutkimuksen Tahdet VIII-2010 Pohjola Research Stars VIII-2010 , on October 27 , 2010 .",neutral,2019-09-27,AAPL
"`` Method and System for Controlling a Hard Disk Drive Using a Multimediacard Physical Interface '' was invented by Marko Ahvenainen Ruutana , Finland .",neutral,2019-09-27,NVDA
"Under the transaction agreement , Metsaliitto will purchase 24.7 % of Metsa-Botnia 's shares from UPM and 3 % from M-real .",neutral,2019-09-27,NVDA
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",neutral,2019-09-30,AAPL
The company has a wide selection of metal products and services .,neutral,2019-09-30,AAPL
"Outotec said it won new orders worth 492.9 mln eur during the quarter , compared with 240.4 mln eur a year earlier .",positive,2019-09-30,TSLA
"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",neutral,2019-10-01,TSLA
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,2019-10-01,AAPL
The company has exported into about twenty European countries as well as to Africa .,neutral,2019-10-02,TSLA
"Also , Technopolis plans to build a 100 million euro technology park at the special economic zone Neudorf in St. Petersburg , the St. Petersburg government said in February .",neutral,2019-10-02,TSLA
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,2019-10-03,AAPL
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",positive,2019-10-03,TSLA
"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .",negative,2019-10-03,NVDA
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive,2019-10-03,NVDA
"We succeeded in increasing our market share of sold apartment '' , comments Mr Kari Kauniskangas , Head of YIT International Construction Services .",positive,2019-10-03,NVDA
"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .",positive,2019-10-04,NVDA
Finnish electronics manufacturer PKC Group Oyj ( OMX Helsinki : PKC1V ) said on Wednesday ( 31 December ) that it has completed the acquisition of MAN Nutzfahrzeuge AG 's cable harness business from MAN Star Trucks & Buses Spolka zoo in Poland .,positive,2019-10-04,AAPL
"The scheme for TeliaSonera and Altimo is practically identical , except that it involves the merger of their stakes in VimpelCom and Kyivstar .",neutral,2019-10-04,TSLA
"Its annual capacity is some 10,000 MW .",neutral,2019-10-04,AAPL
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,2019-10-07,TSLA
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral,2019-10-07,TSLA
"The German company has also signed a code share agreement with another Oneworld member -- American Airlines Inc , part of US-based AMR Corp ( NYSE : AMR ) .",positive,2019-10-07,AAPL
"Because expenditures must be justified to pass budget approval hurdles , we believe our RoP model can help make it easier for IT and IT security practitioners to make the business case for acquiring enabling security technologies and related control activities .",neutral,2019-10-08,TSLA
"Both operating profit and turnover for the three-month period increased , respectively from EUR0 .9 m and EUR8 .3 m , as compared to the corresponding period in 2005 .",positive,2019-10-08,AAPL
"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .",neutral,2019-10-08,AAPL
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,2019-10-09,NVDA
"The OMX Helsinki 25 index was up 0.92 pct at 2,518.67 and the Helsinki CAP portfolio index was 0.91 pct higher at 4,711.19 .",positive,2019-10-09,NVDA
"Nokia Siemens Networks provides mobile and fixed network infrastructure , communications and networks service platforms , as well as professional services , to operators and service providers .",neutral,2019-10-10,AAPL
The parties have agreed not to disclose the transaction value .,neutral,2019-10-14,NVDA
"ISMS does not disclose its financial results , the daily said .",neutral,2019-10-14,TSLA
The credit covers approximately 70 % of the ship 's price .,neutral,2019-10-15,NVDA
Swiss franc surged to record 1.42 euros after it reported sharpest gain in manufacturing in March .,positive,2019-10-15,NVDA
"The gross area of the Innova 2 project will be about 10,000 sq m ( 107,600 sq ft ) .",neutral,2019-10-15,AAPL
"Operating loss totalled EUR 5.2 mn , compared to a loss of EUR 3.4 mn in the corresponding period in 2008-2009 .",negative,2019-10-16,TSLA
"Veidekke , headquartered in Oslo , Norway , is a Scandinavian construction and property development group with some 6,350 employees in Norway , Sweden and Denmark , with an annual turnover of NOK16 .4 bn .",neutral,2019-10-17,AAPL
"The Ministry of Water in Tanzania has awarded Poyry a water and sanitation engineering assignment for the rehabilitation and extension of water supply and sanitation infrastructure in Bukoba and Musoma , situated at Lake Victoria in northern Tanzania .",positive,2019-10-17,TSLA
Construction is scheduled to start in April-June 2007 and to be completed in early 2008 .,neutral,2019-10-17,NVDA
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,positive,2019-10-18,TSLA
"Laavainen said Benecol was well known in Europe and the US , where it had been in the market for 15 years .",neutral,2019-10-18,AAPL
Following the increase the company+EUR TM s capital totals 5.5 mln Romanian lei $ 1.98 mln-1 .56 mln euro .,neutral,2019-10-21,NVDA
`` Lemminkainen Talo Oy 's Lahti office is a significant logistics and business premises constructor .,neutral,2019-10-21,AAPL
Ramirent is the leading construction machinery rental company in Finland with annual sales of EUR 134 million in 2009 and operating nationwide through 83 outlets and 612 employees .,positive,2019-10-21,TSLA
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,2019-10-22,AAPL
"Back then , Tikkurila 's former owner , Finnish chemicals company Kemira Oyj HEL : KRA1V , distributed an 86 % stake to Kemira shareholders to facilitate the divestment and listing of Tikkurila .",neutral,2019-10-22,AAPL
"In Finland , OP-Pohjola 's staff union is boycotting the group 's insurance sales tasks because the company has refused to take the sale of insurance into account in determining wages .",negative,2019-10-23,AAPL
The order is a follow-on to an 11 mln euro ( $ 16.1 mln ) deal made in July 2007 .,neutral,2019-10-23,AAPL
The new activity will incur an investment of about 5 MEUR .,neutral,2019-10-23,AAPL
"Amer Sports divests an industrial site in Rumilly , France -  This announcement is distributed by Thomson Reuters on behalf of Thomson Reuters clients .",neutral,2019-10-24,AAPL
Cameco is to provide an upfront investment of up to USD 60mn for the construction of the uranium extraction circuit .,neutral,2019-10-24,TSLA
`` I warmly welcome Michael Frei to Outotec .,positive,2019-10-24,NVDA
7 March 2011 - Finnish IT company Digia Oyj HEL : DIG1V announced today an agreement with mobile-phone major Nokia Oyj HEL : NOK1V to acquire the commercial licensing and service business related to Nokia 's Qt technology .,positive,2019-10-24,TSLA
"Furthermore , Bunge will also sign a licensing agreement for the Sunnuntai and Carlshamn Mejeri brands .",positive,2019-10-24,AAPL
"`` After this purchase , Cramo will become the second largest rental services provider in the Latvian market .",positive,2019-10-25,AAPL
Finnish beverage company Olvi is introducing a new long drink Olvi Kultalonkero ( `` golden long drink '' ) in the market in Finland in the spring of 2009 .,neutral,2019-10-25,AAPL
"Stora Enso Oyj , the largest papermaker , in October said it would close four mills .",negative,2019-10-25,TSLA
"Steek , which was set up in 2002 , is based in Bordeaux , southwestern France .",neutral,2019-10-28,TSLA
"After piloting , the instrument will be further developed according to the experiences gained .",neutral,2019-10-28,AAPL
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,2019-10-28,TSLA
The credit covers approximately 70 % of the ship 's price .,neutral,2019-10-28,TSLA
"The firm is headquartered in Vantaa , southern Finland and has 16 employees .",neutral,2019-10-28,TSLA
Return on investment was 16.6 % compared to 15.8 % in 2004 .,positive,2019-10-28,NVDA
Le Lay succeeds Walter G++nter and will be based in Finland .,neutral,2019-10-29,AAPL
"According to Tyrv+Æinen 's estimation , Japan is a very essential location in terms of Finnair 's Asian strategy .",neutral,2019-10-29,AAPL
"Ethanol would be made from barley , and production could start in 2008 .",neutral,2019-10-29,NVDA
An audio webcast will be available live and archived on Cerner 's Web site at www.cerner.com .,neutral,2019-10-29,AAPL
"Enclosed is Affecto 's call for Extraordinary General Meeting to be held on July 10th where the main agenda is to approve the authorization to the Board for the proposed share issue related to the Component Software acquisition , and to elect Haakon Skaarer to the Affecto board .",neutral,2019-10-29,NVDA
A new Kveyt light variety of Suomalainen Pekoni marketed under the Atria brand name is now available to consumers in Finland .,positive,2019-10-29,TSLA
Nokian Capacitors ' equipment will be used to raise the capacity and reliability of the Indian grid .,positive,2019-10-30,NVDA
"In addition , the existing service counter area in the reception hall will be rebuilt and access provided to local rail connections .",neutral,2019-10-30,TSLA
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,2019-11-04,TSLA
"Finnish telecoms software developer Tecnomen Oyj said on December 5 , 2006 it won a $ 3.3 mln ( 2.5 mln euro ) order to supply an expansion of the charging and messaging systems for the mobile and fixed networks of Brasil Telecom .",positive,2019-11-04,AAPL
"According to Mark White , Locatrix Communications ' CEO , the company 's web services interface allows device owners , friends , and family to track and locate TWIG users via any web browser .",neutral,2019-11-05,NVDA
"A total six of the polled analysts rated M-real -- two gave `` buy '' - `` accumulate '' , three gave `` hold '' and only one gave `` sell '' .",neutral,2019-11-05,NVDA
"The company has a continuous need for alloys such as nickel , ferro-chrome , molybdenum and manganese in its production , said Talvivaara .",neutral,2019-11-07,AAPL
"Ahlstrom Corporation STOCK EXCHANGE ANNOUNCEMENT 7.2.2007 at 10.30 A total of 56,955 new shares of Ahlstrom Corporation have been subscribed with option rights under the company 's stock option programs I 2001 and II 2001 .",neutral,2019-11-07,NVDA
The shops are located in the capital region and the Paijat-Hame region .,neutral,2019-11-08,TSLA
"The RME from Telcontar enables the handset to calculate the best route and includes support for user-defined routes , feature navigability and multi-modal routing such as via foot and ferry .",neutral,2019-11-08,AAPL
"Secure your files online Like filling out a tax return , making a backup is boring .",neutral,2019-11-08,NVDA
"Elite Residence Tower , a new development by Tameer , is located at the heart of Dubai Marina .",neutral,2019-11-08,AAPL
"The Group 's consolidated net sales for 2008 totaled 3.4 billion euros and it employs approximately 13,000 persons .",neutral,2019-11-13,AAPL
Altogether 150 subjects with mildly elevated cholesterol levels participated in the four-month long intervention .,neutral,2019-11-13,TSLA
"The tightened competition situation in the production automation market has affected net sales during 2006 , Cencorp said .",negative,2019-11-14,NVDA
The Finnish company previously said its operating result will be lower than the break-even posted a year earlier .,negative,2019-11-14,NVDA
Our Canned-preserved food in Finland report offers a comprehensive guide to the size and shape of the market at a national level .,neutral,2019-11-14,AAPL
The divestment of Raisio 's margarine business in May 2009 gave the company a clearer focus on grain-based products .,positive,2019-11-15,AAPL
The company has exported into about twenty European countries as well as to Africa .,neutral,2019-11-15,AAPL
The reductions will be concluded by autumn 2010 .,neutral,2019-11-15,NVDA
"The company is in the process of building a new fleet and has placed orders for 10 P-Max tankers of 65,200 dwt .",positive,2019-11-15,NVDA
"The company was supposed to deliver machinery to a veneer mill in the Tomsk region , in Russia .",neutral,2019-11-18,NVDA
"Finnish Neste Oil that was previously on the list , has fallen off the list completely .",neutral,2019-11-18,NVDA
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,2019-11-19,AAPL
"It is profitable to make pulp , paper , and sawn goods in areas where the combination of these factors is good .",neutral,2019-11-19,AAPL
"Finland 's leading metals group Outokumpu said its fourth-quarter net profit more than tripled on the back of strong global demand for stainless steel , soaring base metal prices and proceeds from the sale of its technology unit .",positive,2019-11-19,NVDA
His resignation will take effect immediately .,neutral,2019-11-20,NVDA
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .",positive,2019-11-20,NVDA
"Viking Line 's cargo revenue increased by 5.4 % to EUR 21.46 mn , and cargo volume increased by 2.4 % to 70,116 cargo units .",positive,2019-11-20,AAPL
Finnish developer and manufacturer of mobile phone chargers Salcomp Plc OMX Helsinki : SAL1V on Wednesday 19 November lowered its full-year net sales estimate .,negative,2019-11-20,AAPL
"Net income from life insurance doubled to EUR 6.8 mn from EUR 3.2 mn , and net income from non-life insurance rose to EUR 5.2 mn from EUR 1.5 mn in the corresponding period in 2009 .",positive,2019-11-21,NVDA
The writing and publication of Lemmink+Æinen - s history is a continuation of earlier collaboration between Antti Tuuri and the company .,neutral,2019-11-22,NVDA
The company reported net sales of 302 mln euro $ 441.6 mln and an operating margin of 16 pct in 2006 .,neutral,2019-11-25,AAPL
"treatment products in Usa , Canada , Mexico , Australia and Brazil Today , Global Research & Data Services is going to publish several market analyses about the markets for water treatment products in some selected countries .",neutral,2019-11-26,NVDA
"In food trade , sales amounted to EUR320 .1 m , a decline of 1.1 % .",negative,2019-11-26,AAPL
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,positive,2019-11-26,AAPL
"Affecto will provide a new EFI Data Warehouse and reporting solution , behavioural scoring system supporting operational decision processes and Data Migration from old legacy systems to the new EFI system .",neutral,2019-11-26,NVDA
"Price talk is in the mid-market swaps plus 105 bps area and the leads are Barclays , BNPP , UBS and CBA .",neutral,2019-11-26,AAPL
An international conference call and audio webcast concerning the financial result January-March 2010 will begin at 14.00 EET .,neutral,2019-11-27,NVDA
"The plant will go on stream in November 2008 and its estimated daily production will be 120,000 litres of bioethanol .",neutral,2019-11-27,NVDA
"Tecnomen 's system features a new range of value-added services for prepaid and post-paid billing , charging and rating of voice calls , data traffic , or any kind of content services in both mobile and fixed networks .",neutral,2019-11-28,AAPL
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,2019-11-28,AAPL
"In 2006 the company 's net sales amounted to approximately EUR259m and it has some 8,000 employees .",neutral,2019-11-29,AAPL
Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,positive,2019-11-29,TSLA
"Aldata Solution , a global company engaged in supplier to consumer business process optimization , has announced the details of its Dollars for Dinosaurs program .",neutral,2019-11-29,NVDA
"In 2009 , Lee & Man had a combined annual production capacity of close to 4.5 million tonnes of paper and 300,000 tonnes of pulp .",neutral,2019-11-29,NVDA
"Following the transaction , Tulikivi restructured its operations into the Soapstone Fireplaces Business , Natural Stone Product Business and Ceramic Products Business units .",neutral,2019-12-02,NVDA
The Remote Radio head module will be available at 4W power for 2.5 GHz and 3.5 GHz TDD frequency bands .,neutral,2019-12-02,AAPL
"According to Finnish FIM Bank , Alpro 's price would be around EUR 100mn-150mn .",neutral,2019-12-02,NVDA
"Product coverage : baked goods ; biscuits ; breakfast cereals Data coverage : market sizes historic and forecasts , company shares , brand shares and distribution data .",neutral,2019-12-02,TSLA
Operating profit fell to EUR 15.1 mn from EUR 24.6 mn in 2006 .,negative,2019-12-03,TSLA
"This new deal has strengthened the partnership from Telemig Celular and Tecnomen , which it has started since the beginning of Telemig 's prepaid operations .",positive,2019-12-03,TSLA
`` The acquisition of Elektros Pavara completes KONE 's market expansion strategy in the Baltic Countries .,positive,2019-12-04,AAPL
Nordea Group 's operating profit increased in 2010 by 18 percent year-on-year to 3.64 billion euros and total revenue by 3 percent to 9.33 billion euros .,positive,2019-12-04,TSLA
"Neste Oil s refineries have a combined crude oil refining capacity of approximately 260,000 barrels a day .",neutral,2019-12-04,TSLA
The value of the orders is about EUR 70mn .,neutral,2019-12-04,AAPL
"At this growth rate , paying off the national debt will be extremely painful .",negative,2019-12-05,AAPL
Rimi supermarket is the key customer in Magistral center .,neutral,2019-12-05,TSLA
Any investment or investment activity to which this communication relates is only available to relevant persons and will be engaged in only with relevant persons .,neutral,2019-12-06,TSLA
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,2019-12-06,AAPL
"An additional amount , capped at EUR12m , is payable in cash upon the achievement of certain financial performance targets in 2007 .",neutral,2019-12-09,TSLA
"A purchase agreement for 7,200 tons of gasoline with delivery at the Hamina terminal , Finland , was signed with Neste Oil OYj at the average Platts index for this September plus eight US dollars per month .",positive,2019-12-09,NVDA
"There are companies , which are ready to invest their own funds in this deal such as Rostelecom RTS : RTKM .",positive,2019-12-09,AAPL
"The reasons behind the estimate include the rise in 2008 rent levels and several fully-leased office and retail properties , which were completed and added to the company 's investment property portfolio .",neutral,2019-12-09,NVDA
The company reported today an operating loss of EUR0 .1 m on net sales of EUR4 .5 m for the first quarter 2008 .,negative,2019-12-09,AAPL
Pohjola and cooperative banks have continued to combine their branch office network .,neutral,2019-12-09,AAPL
The 2015 target for net sales has been set at EUR 1bn and the target for return on investment at over 20 % .,positive,2019-12-10,NVDA
"PGE Belchatow runs the 4.44 GW Belchatow coal-fired power plant , and Fortum has intentions to start a CCS demonstration project jointly with Teollisuuden Voima Oyj ( TVO ) - another Finnish utility - at the their jointly owned 565MW Meri-Pori coal-fired facility .",neutral,2019-12-10,NVDA
"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .",negative,2019-12-11,TSLA
"ASPO Plc STOCK EXCHANGE BULLETIN October 24 , 2006 at 2:00 p.m. Aspo Systems Division has completed the statutory negotiations , as required under the Act on Co-Operation Within Undertakings , conducted as part of the action plan launched in August .",neutral,2019-12-11,TSLA
"Raute posted a net profit of 1.8 mln euro $ 2.6 mln for the third quarter of 2007 , compared to a net loss of 299,000 euro $ 430,000 for the corresponding period of 2006 .",positive,2019-12-11,TSLA
"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .",negative,2019-12-12,AAPL
"( ADPnews ) - Nov 9 , 2009 - Four companies have agreed to buy for a combined SEK 5.9 billion ( USD 854m-EUR 571.8 m ) all drug stores offered for sale as part of the restructuring of Swedish stated-owned pharmacy monopoly Apoteket AB , t",positive,2019-12-13,AAPL
`` I am extremely delighted with this project and the continuation of cooperation with Viking Line .,positive,2019-12-13,AAPL
"Metsaliitto , however , narrowed its net loss for the second quarter of 2007 to 5.0 mln euro $ 6.9 mln from 61 mln euro $ 83.7 mln a year ago .",positive,2019-12-16,TSLA
Rental of building equipment accounted for 88 percent of the operating income .,neutral,2019-12-16,AAPL
"On preliminary estimate , the hotel will operate under the brand Novotel .",neutral,2019-12-16,AAPL
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,negative,2019-12-16,AAPL
"( ADP News ) - Feb 11 , 2009 - Finnish management software solutions provider Ixonos Oyj ( HEL : XNS1V ) said today its net profit rose to EUR 3.5 million ( USD 4.5 m ) for 2008 from EUR 3.1 million for 2007 .",positive,2019-12-16,TSLA
Customers in a wide range of industries use our stainless steel and services worldwide .,neutral,2019-12-16,AAPL
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,2019-12-17,AAPL
"Tikkurila , a division of Kemira group , controls about 23 % of the Russian market in its field and owns St. Petersburg paint producer TEX. .",neutral,2019-12-17,NVDA
`` It allows the young child to move forward with his life . '',positive,2019-12-17,AAPL
"It is a member of the OneWorld alliance , which includes American Airlines and British Airways .",neutral,2019-12-18,TSLA
In addition the deal includes a call option which will enable Maritim Food AS to increase its holding in Sandanger AS to 51 % in the future .,positive,2019-12-18,TSLA
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",neutral,2019-12-18,TSLA
Componenta increased its stake in Turkish steel company Doktas Dokumculuk Ticaret ve Sanayi A.S. to 92.6 pct stake in March 2007 .,positive,2019-12-18,AAPL
Finnish house manufacturers are targeting the strongly growing one-family house market in Russia .,neutral,2019-12-19,NVDA
"`` We are proud to welcome another distribution facility to north Mississippi and the region known as the logistics center of the United States , '' said Gray Swoope , executive director of MDA .",positive,2019-12-20,NVDA
"ADPnews - Jun 30 , 2009 - Finnish stainless steel maker Outokumpu Oyj HEL : OUT1V said yesterday it signed a three-year EUR 900 million USD 1.3 bn revolving credit facility .",positive,2019-12-23,NVDA
"Having a China based operation will not only enable us to fully leverage our resources and expertise in wireless solutions , but also strengthen our capability to offer industry-leading products for our customers in China . ''",positive,2019-12-23,AAPL
"According to the company , a decision in the issue will be made in the summer of 2010 , at the earliest , and in the summer of 2011 , at the latest .",neutral,2019-12-23,AAPL
"According to product manager Lassi Hietanen , building a power plant that burns mixed waste in Helsinki may not be a good idea because this reduces the production of combined power plants using natural gas .",neutral,2019-12-23,NVDA
The proportion of Estonian and Lithuanian passengers on the Tallinn-Helsinki route also grew in July .,positive,2019-12-23,TSLA
8 May 2009 - Finnish liquid handling products and diagnostic test systems maker Biohit Oyj ( HEL : BIOBV ) said today ( 8 May 2009 ) its net loss narrowed to EUR0 .1 m ( USD0 .14 m ) for the first quarter of 2009 from EUR0 .4 m for the same period of 2008 .,positive,2019-12-24,TSLA
Paper maker Stora Enso Oyj said Friday it has been acquitted of charges that it participated in a paper price-fixing conspiracy in the United States .,positive,2019-12-24,NVDA
"Sonoco Products Co. , a U.S. packaging company , said Friday it bought the 75 percent of Italy 's Demolli Industria Cartaria SpA it did not already own .",neutral,2019-12-24,AAPL
`` Serving customers locally is one of the cornerstones of customer focus for us .,neutral,2019-12-25,AAPL
Feed companies Suomen Rehu and Raisio do no import GMO feed .,neutral,2019-12-25,TSLA
Finnish forest machinery manufacturer Ponsse 's net sales grew to EUR 51.3 mn in the first quarter of 2010 from EUR 37.5 mn in the corresponding period in 2009 .,positive,2019-12-25,TSLA
Other details were not provided .,neutral,2019-12-26,NVDA
It is now the leading private road ambulance service company in Finland .,positive,2019-12-26,AAPL
Finland 's Poyry Energy has won a contract to advise builders of a new cogeneration power plant in Lithuania 's second-biggest city of Kaunas and to supervise the construction process .,positive,2019-12-27,NVDA
South African Sappi will become the largest foreign forest industry company operating in Finland as a result of the acquisition Finnish M-real Corporation 's Graphic Papers Business unit .,positive,2019-12-27,TSLA
"Finnish security and privacy software solutions developer Stonesoft Oyj said on January 7 , 2008 that the preliminary sales of its StoneGate products grew by 59 pct year-on-year to 3.6 mln euro ( $ 5.3 mln ) for the fourth quarter of 2007 .",positive,2019-12-30,AAPL
Nokia s U.S. shares were 3.3 percent lower at $ 12.73 by 1750 GMT .,negative,2019-12-30,NVDA
"The repo rate will gradually reach 2 % at the end of 2010 , according to Nordea 's Economic Outlook .",neutral,2019-12-30,NVDA
Latvia 's Stockmann shopping mall is a subsidiary of Finland 's Stockmann Plc. .,neutral,2019-12-30,NVDA
The newspapers of Alma Media and Arena Partners will enter a cooperation agreement on using Alma 's marketplace services in their respective regions .,neutral,2019-12-30,NVDA
"Rapala VMC Corporation Rapala , a leading fishing tackle and sporting goods manufacturer and distributor , is the main owner of Peltonen with its 80 % shareholding .",neutral,2019-12-31,AAPL
